0.1007922	0.030215194	-0.020704418	0.08359741	0.059912924	0.13440287	-0.012291065	0.025040211	0.010055683	0.073411204	0.18728888	0.08696604	0.14268085	0.073897354	0.095197156	0.31693313
0.17987075	0.40917903	-0.1363811	0.11894251	0.17922398	0.26355356	0.19036233	-0.018663434	-0.0909278	-0.09051434	0.31760377	0.38808256	0.0021850101	0.031527076	-0.21891327	0.55790544
0.18988848	0.0643447	0.06554074	0.2639321	0.232473	-0.12063709	0.12518787	0.21227205	-0.16108418	-0.10626557	-0.07596344	0.12805891	0.06162553	-0.04633196	0.12350064	0.2411772
0.10471661	0.020904753	-0.116800435	0.01926878	0.02489164	0.2374665	-0.09228484	0.03650765	0.06914177	-0.02967649	0.14890565	0.07444784	0.06190714	-0.08376829	0.034798916	0.092618525
0.19159067	-0.11493804	-0.07715225	0.37628323	0.005975242	-0.16673598	0.13579899	0.34363583	0.17042921	-0.24351795	-0.061742958	0.06144994	-0.13722655	-0.26290897	0.16289614	-0.23930916
0.35427132	-0.35703292	0.47247386	-0.019299619	0.38860187	-0.30259973	-0.30820408	0.078374036	-0.47999984	0.31698507	-0.39059165	-0.4240805	0.49324298	0.3676548	0.4393303	0.038983677
0.14609554	0.23210992	-0.0059998543	-0.052693933	0.2068726	0.18585259	0.010301143	-0.005564061	-0.112796865	-0.081925884	0.17338556	0.19605978	0.1242342	0.022204293	-0.15480034	0.2649133
0.02104588	0.18116438	-0.06680015	0.26625553	-0.031459555	-0.11196747	0.18883683	0.06844591	-0.0032134359	-0.06991827	0.08697422	0.23392045	-0.05579203	0.09990105	-0.019289285	0.31311646
-0.21401158	-0.43877265	0.10482009	0.14342318	-0.3331588	-0.3988472	-0.25959578	-0.029257832	0.21579516	0.3070517	-0.07046478	-0.22836967	0.2541877	0.22434624	0.52373964	-0.07250955
-0.047357105	-0.12380659	0.10024544	-0.08646573	-0.024557889	0.008740946	-0.1340153	-0.062728256	-0.04437366	0.18967186	-0.00037629396	-0.09825517	0.14182511	0.18017301	0.14980038	0.1653771
-0.055755936	0.5467439	-0.040167827	-0.33070576	0.08736459	0.44075546	-0.1415113	-0.52164423	-0.1788301	0.42925388	0.59283614	0.21729693	0.23311782	0.5536359	-0.19921412	0.7170052
-0.03602704	-0.04645402	0.042761806	0.13487098	-0.10138186	-0.109823175	-0.021009995	0.10199237	0.08202252	0.0791349	0.059505075	0.03832952	0.10558166	-0.0069215726	0.1504256	0.087891035
-0.17398812	-0.49733785	-0.19346069	0.093269676	-0.34874848	-0.06740153	-0.27631223	0.13689114	0.54513067	0.10383447	0.11017347	-0.19108556	0.0787767	-0.34560007	0.30242053	-0.6123026
0.18799198	0.25964043	-0.13487852	-0.13418484	0.10937393	0.3667364	-0.081528135	-0.07974246	0.08943629	-0.032499626	0.35321122	0.15874018	0.07527444	-0.039117966	-0.20724855	0.275326
0.32214826	0.35513484	-0.29758397	0.34453693	0.07459589	0.36328074	0.35509703	0.4231468	0.17921513	-0.45017314	0.24201085	0.36940885	-0.29121143	-0.3460184	-0.41033113	-0.1936769
0.016608635	-0.03634952	-0.1661985	0.2134044	-0.1526969	0.05973977	0.0386905	0.24161735	0.27139384	-0.12107151	0.21924883	0.1402956	-0.10567696	-0.21102247	0.025450911	-0.07117086
